,spa_text,gum_text,origin,origin_details
6540,"Conocen perfectamente el ejemplo que les hemos dado, porque no hemos vivido ociosamente entre ustedes,","Pøs ñimbe yandø ashibelø gøn, nam mandø waraig købigwan ñimgucha treetøwei waramig kønrrai. Nambe ñimui utu warappe, chi marmø ka warønrrabgøba inchimøwei,",bible,2 Tesalonicenses 3 - 7
6541,"ni hemos comido de balde el pan de otros; al contrario, hemos trabajado con esfuerzo y fatiga día y noche para no ser una carga a ninguno de ustedes.","kabe namma møigweiwan gøben mappe, chi marmø ka purrøwatø mamøwei indig køn. Masken treeg kømøtø, namma maramigwane isua møra, muraara muraara yem gwaløm marøbelø guer, ñimun møilan gøben kagatø ka tranrraindø munig burrømønrrappe.",bible,2 Tesalonicenses 3 - 8
6542,¡Y no por no tener derecho a eso! Pero quisimos darles ejemplo para que nos imitaran.,"Nambe mu mandamgaig maramig chigar guagurri ñimun ‘purugurra’ chinrrab gaima pønrrømøtø, ñimguen namun asha kusrenrrai isua, øyeeg muraara marig købig køn.",bible,2 Tesalonicenses 3 - 9
6543,"Porque cuando estábamos con ustedes les dábamos esta norma: El que no quiera trabajar, que no coma.","Nambe ñimba amøñib urassrøweinguen øyeeg kønrrain cha iigwan karua pasrig købig køn: møikkøben maramigwan chi marøg kømui inchibiibe, trube, mabgucha mamumig køn cha.",bible,2 Tesalonicenses 3 - 10
6544,"Pues bien, tenemos noticia de que algunos de ustedes viven ociosamente, pero metiéndose en todo.","Nambe wammøra guer, møiløgøben ñimui utuelø ke chigucha chi marmø ka amøñinrrabgøba inchibelø kuin gúi, nømuimburab gømubendø, mendailaisrø ke ka neesha mørøb.",bible,2 Tesalonicenses 3 - 11
6545,A esos individuos les mandamos y exhortamos en Jesucristo el Señor a que trabajen en paz y se ganen el pan que comen.,"Treeg inchib misaamerane nambe Señor Jesucristoi munchiyu marmø gømø, martrai karua basrer, maig maramigwan treeg marøb melønrrain cha, nambe nømun waminder: warappe, nømuiwan marøb wasrøndaa marøb guy cha; mappe, nømuiwan manrrab.",bible,2 Tesalonicenses 3 - 12
6546,"Y ustedes, hermanos, no se cansen de hacer el bien.","Inchen ñim, namui nuneløbe, chigøben tabig maramigwane muraarab melønrrab gømø, maray.",bible,2 Tesalonicenses 3 - 13
6547,"Y si alguno no obedece las normas que les damos en esta carta, ténganlo muy en cuenta y no traten con él, para que así se sienta avergonzado.","Møikkøben tru i kilgayu maig martrain cha trendaigwan mørmíigwane ñimbe trunune trendø treeg kui yandø asha tøgaguy. Incha truibabe linchibgucha linchimumig køn, treenchene kwartrai.",bible,2 Tesalonicenses 3 - 14
6548,Pero no lo miren como a enemigo; corríjanlo más bien como a hermano.,"Inchendø kaig kønmab ashiptø ashig kømui inchib treeg inchib tøgagømøtø, nuneg kui ashabe, ‘ashiptø megau cha; øyeebe marmumig køn’ chib, eshkab wamindamig køn.",bible,2 Tesalonicenses 3 - 15
6549,Que el Señor de la paz les conceda la paz siempre y en todas sus formas. El Señor esté con todos ustedes.,"Señor tru chi isumgaig tab gøbigwan tranøbig, nøtøwei manatøgucha maig kuindøgucha ñimun tru chi isumgaig tab gøbigwan tranrrun. Señorbe ñim mayeeløba pasrønrrun.",bible,2 Tesalonicenses 3 - 16
6550,"El saludo es de mi puño y letra. Así firmo yo, Pablo, en todas mis cartas; esta es mi letra.","Na Pablo nai taska iigwan pørar, ñimun ‘ka amøñigueh’ chib. Kilgamera møitøgucha na børiiløbe na børig kønmab asamdeelø gønrrai, øyamay pørøbig kur.",bible,2 Tesalonicenses 3 - 17
6551,La gracia de nuestro Señor Jesucristo esté con todos ustedes.,Namui Señor Jesucristoi ka yandø tab indiibe ñim mayeeløba kønrraimab isur.,bible,2 Tesalonicenses 3 - 18
6552,"Pablo, apóstol de Jesucristo, según el mandato de Dios, nuestro Salvador, y de Jesucristo, nuestra esperanza,","Na Pablo Jesucristo nøashib karua ørig, Tius namui Kaigyugurri Wesrabiiba, Cristo Jesús, tru nam nundø isua munig melaig truiba karua basrig,",bible,1 Timoteo 1 - 1
6553,"a Timoteo, mi verdadero hijo en la fe: gracia, misericordia y paz de parte de Dios Padre y de nuestro Señor Jesucristo.","nui isubigwan Jesucristoinug pasra tøgaig, tru cierton nai nusrkai lataig ñi Timoteowan i kilgawan pørar. Tius Møskaimba, Cristo Jesús namui Señorba nui ka yandø tab indigwan gøben, lastima asigwan gøben, chi isumgaig tab gøbigwan gøben ørtraimab isua inchar.",bible,1 Timoteo 1 - 2
6554,Al partir para Macedonia te encargué que permanecieras en Efeso para advertir a algunos que no enseñaran doctrinas extrañas,"Na Macedonia birausrømay inrrab pasramisra, ‘tiusmanda ñune Efeso kørrømisrtra’ cha eshkaig købig kuig køn, tru møiløgøsrøn sølwan gømø, ke peemaytø gusrenaniiløtøga kusrenanøbelan treegwan kusrenanmønrrai merab ashib pasrønrraimba,",bible,1 Timoteo 1 - 3
6555,"ni pusieran atención a fábulas y genealogías interminables, más aptas para promover discusiones que para realizar los proyectos de Dios mediante la fe.","katø chi treeg kømubendø nømdø isua wamindiilanba, katø nømbe ‘i misaamerainukkurri amrrubelø guer’ chib, tru munchimera kan managuen patsønrrabgaig arrubigwanba, tru gúindø mørøb pønrrømønrrai ashib pasrønrraimba. Treeløbe ka kwayab waramigweindø gøn, tru isubigwan Jesucristoinuutø pasra tru Tiusweimburabelan marøbig marøb ambamigwan purugunrrab gømøtø.",bible,1 Timoteo 1 - 4
6556,"La finalidad de esta advertencia es alentar el amor que procede de un corazón puro, de una conciencia buena y de una fe sincera.","Inchen na iigwan martrai karua basriibe iig køn: tru manrrau chishchigugurrimba, isub kebachib pasrabigu chi kalø gøn chibig chigaig, tabigugurrimba, katø isubigwan Jesucristoinuutø ka inchib gømø, cierton basra tøgagúigugurrimba undag købig arrubiitøga undaaramig.",bible,1 Timoteo 1 - 5
6557,"Algunos, por haberse desviado de esto, han caído en una pura palabrería.","Inchawei møiløgøben truiløma øyeeg kømigwan yandø pella tarømisra, nømuimburab ke ka chine wamincha mørøb gúiløyutø chab tarømisrin gøn.",bible,1 Timoteo 1 - 6
6558,"Pretenden ser doctores de la ley, sin comprender ni lo que dicen ni lo que tan categóricamente afirman.","Tru maig maramigwan martrai Moisés pørigwane ke nøm gusrenanøbelø gøg kui inchibelø gøn, nøm wamindigwane nømdøweinguen ni chigúinguen mørmøwei, katø ‘iibe treeg kømønrrab gømø, treeg køn’ chib wamindiilan chigucha chigúinguen mørmøwei inchendø.",bible,1 Timoteo 1 - 7
6559,"Pues sabemos que la ley es buena, si se hace de ella un recto uso,","Pøs tru maig maramigwan martrai Moisés pøriibe tabigwein gúi ashibwei inchibelø guer, tru chiyuwei maramigwan treegweyasig merrarrawa marene.",bible,1 Timoteo 1 - 8
6560,"conscientes de que la ley no está hecha para el hombre de conducta intachable, sino para los malvados y rebeldes, para los impíos y pecadores, para los sacrílegos y profanadores, para los parricidas, matricidas y homicidas,","Inchawei tru maig maramigwan pøra warøppe, tru tabig sølwan marøbelain gømøtø børa warig kui nambe ashibelø guer. Treeg kømøtø, tru larrø gailaimba, mørmeelaimba, chigucha Tiuska misaameraimba, kaig marøbelaimba, kaig maramigwane chi kørikkengaig marøb misaameraimba, Tiusweimburabelane ke ka kaigwan lataig inchibelaimba, usri møskalan kweechibelaimba, ka kweecha betaptø amøñibelaimba,",bible,1 Timoteo 1 - 9
6561,"para los libertinos, homosexuales, secuestradores, mentirosos, los que juran en falso. La ley, pues, está hecha contra todo aquello que se opone a la sana doctrina,","møguelø ishumburba nømui asrtøga trømbøig marøbelaimba, katø møgueløbe møgueløasiyaitø trømbøig marøbelaimba, misagwan karuindiig melønrrai nila yanøbelaimba, isa waminchipteelaimba: ‘nabe si, isatø waminchimur’ chibendø, isapteelaimba, tru tabig sølwan gusrenanigwan chigurrimbunø kaitøga itøøra bønsrøbelaimba gøn,",bible,1 Timoteo 1 - 10
6562,"según lo enseña el evangelio glorioso del Dios bienaventurado, que me ha sido confiado.",Tius mayanguen tabigwei tru tørbilabig tabig srø wam maig køben treetøwei kusrenanigwan. Truigwane na waminchib tøga basrønrrai Tius nan tranig køn.,bible,1 Timoteo 1 - 11
6563,"Doy gracias a nuestro Señor Jesucristo, que me ha fortalecido, porque me ha juzgado digno de confianza al encomendarme el ministerio.","Cristo Jesús namui Señorwan na ‘mayanguen ungwa, ungwa’ chinrrab, muraaramø marøb megamig kønrrai tranøbigwan, kaguende tru nui marameløyu chi isumgaig marøb meganrraptiig kui asha nan pasrigwan.",bible,1 Timoteo 1 - 12
6564,"A mí, que primero fui blasfemo, perseguidor y violento, pero que hallé misericordia, porque lo hacía por ignorancia al no ser creyente.","Nabe merrabsrømbe nun purø rrømbøig wamaptiig, katø Tiuswei ureemeran kaig maramigwangøba lab, larrø namiguig maig købash inchiptiig købig kuingucha, nane lastima asig køn, kaguende nabe chigúinguen ashmíig køremíig kua, øyeeg marig kuikkurri.",bible,1 Timoteo 1 - 13
6565,Pero la gracia de nuestro Señor se desbordó con la fe y el amor que me ha dado Cristo Jesús.,"Inchendø namui Señorwei tru ka yandø tab indiibe naim bala purab nuikken arrig køn, tru isubigwan nuinuutø pasra tøgagømiba, undag købiiba kanbalatø Cristo Jesúsweinug pasrabig.",bible,1 Timoteo 1 - 14
6566,"Esta doctrina es segura y debe ser aceptada sin reservas: Jesucristo vino al mundo para salvar a los pecadores, de los cuales yo soy el primero.","Inchawei i trendaibe chi isumgaig isig kømøtø gøn, mayeeløba chi kashmø, ka utamig: Cristo Jesúsbe piraumay arruppe, kaig marøbelan kaigyugurri wesranrrab arrig køben, tru truilai utu purab gaibe na gur.",bible,1 Timoteo 1 - 15
6567,"Precisamente por eso Dios me ha tratado con misericordia, y Jesucristo ha mostrado en mí, el primero, toda su generosidad, de modo que yo sirviera de ejemplo a los que van a creer en él para obtener la vida eterna.","Incha Tiusbe treeg køptøwei nane lastima asig køn, tru kaig marøbelai utu na mas larrø gaigwan Jesucristobe chugatikkucha nø nan tammay ka awentab wabig kuin gúi kenamartrab, tru managatig øsig kømigwan tøgagønrrab, tru wendøsrø nun kørenrrabelø nan øyeeg marigwan asha gønrrai.",bible,1 Timoteo 1 - 16
6568,"Al Rey de los siglos, inmortal, invisible, único Dios, honor y gloria por los siglos de los siglos. Amén.","Inchawei managurri managatig mayeelaim bala nø ashib wabigwan, managatig øsig wabigwan, kaptøgabe asiimíigwan, Tius nø kandø wabigwan managatig nun purø tab indig kønrraimba, maya nuguen tabig kønrraimba inchar. Treeg kønrrun.",bible,1 Timoteo 1 - 17
6569,"Esta es la recomendación que te hago, Timoteo, hijo mío, conforme a las palabras proféticas que fueron pronunciadas sobre ti: con los ojos puestos en ellas, participa en este hermoso combate,","Timoteo, nai nusrkai lataig, ‘i maramigwan martrunrrig’ cha na ñun karua basrar. Tru ñi maig kønrrabig kuigwan merrabsrøwei ñuimburab Tius maig karuben eshkailan, truilan isua basramisra, Señorweimburabelan elatchab gømø, may gwayanrrig,",bible,1 Timoteo 1 - 18
6570,"conservando la fe y la buena conciencia. Algunos, por no hacer caso, han abandonado la fe;","isubigwan Jesucristoinug pasra tøgagúigwanba, isub kebachib pasrabigu ‘chi kalø gøn’ chibig chigaig kømigwanbabe tindøgague. Pøs møiløma nømui isub kebachib pasrabigu ‘kalø gøn’ chib kebati mørendøgucha mørmøwa, tru nømui isubigwan Jesucristoinug pasra tøgagúigwane kan nubi itøgasrai lataig kørrømisra, yandø trubisan.",bible,1 Timoteo 1 - 19
6571,"entre ellos Himeneo y Alejandro, a quienes he entregado a Satanás, para que aprendan a no blasfemar.","Truilai utube, Himeneoba, Alejandroba treeg melan. Inchawei nabe truilane Satanás nø asha martrai nui tasku pønsrar, Tiuswan purø rrømbøig wamumum gusrenrrai.",bible,1 Timoteo 1 - 20
6572,"Te ruego ante todo que se hagan peticiones, oraciones, súplicas, acciones de gracias por todos los hombres,","Inchawei iilanmerrig marøb gønrrai eshkawa pasramønrrun: ‘øyeeg, øyeeg palai meler’ chib Tiuswan miab, katø Tiusba waminchib, katøganelayasig Tiuswan ‘purugurra’ cha miab, katø mu møguelayasiitøgucha Tiuswan ‘ungwa, ungwa’ tamig køn,",bible,1 Timoteo 2 - 1
6573,"por los reyes y todos los que tienen autoridad, para que podamos gozar de una vida tranquila y apacible plenamente religiosa y digna.","reymerain gøben, katø nørreelø misagwan ashib karub purrabelain gøben. Masken chi isumø tab waramdiig, ambumay imay chigucha chi kuin gømø, Tiusweimburabelan tabig marøb, chiyutøgucha mu chi tamgaig waramig kønrrai.",bible,1 Timoteo 2 - 2
6574,"Esto es bueno y grato a los ojos de Dios, nuestro Salvador,","Kaguende øyeebe tabig køn, Tius namui Kaigyugurri Wesrabiibe tab gúinguen asig.",bible,1 Timoteo 2 - 3
6575,que quiere que todos los hombres se salven y lleguen al conocimiento de la verdad.,"Kaguende nøbe maya misaamera kaigyugurri wesrailø gønrrai indan, tru nui newan ciertonigwan nebua ashchai.",bible,1 Timoteo 2 - 4
6576,"Porque Dios es único, como único es también el mediador entre Dios y los hombres: un hombre, Jesucristo,","Kaguende Tiusbe kandø nøtø gøben, katø Tiusba misaameraimba tøbøtag pasramisra purø waminchibikkucha kandø gøn, Jesucristo møg.",bible,1 Timoteo 2 - 5
6577,"que se entregó a sí mismo para redimir a todos. Este es el testimonio dado a su debido tiempo,","Truibe nøashib maya misagwan kaigyugurri wesranrrab nø kwaitøga pagaraig køn. Incha iigwane yandø ke treeg maramig buben, eshkab wamindig købig køn.",bible,1 Timoteo 2 - 6
6578,"del cual he sido yo constituido mensajero y apóstol –digo la verdad, no miento– y maestro de las naciones en la fe y en la verdad.","Inchawei øyeegweyasig nabe Señorwei wamwan waminchib kusrenanrrai wesrawa pasrig, katø Jesucristo nøashib karua ørig kur, judíos kømø misaameran tru isubigwan Jesucristoinug pasra tøgagømigwanba, newan ciertonigwanba kusrenanrrai. Iigwan nabe isa waminchimur.",bible,1 Timoteo 2 - 7
6579,"Deseo, pues, que los hombres oren en todo lugar, levantando las manos sin ira ni discusiones.","Inchawei chutøgucha møgueløbe Tiusba waminchippe, chi kaig marig chigaig tasigwan chishig kusrub pønrramig køn, truba namig kuim balatø gømøwei, muba aleguiyawa gømøweingue.",bible,1 Timoteo 2 - 8
6580,"Por lo que a las mujeres se refiere, que vayan vestidas decentemente, que se presenten con sencillez y modestia que su adorno no sean los lujosos peinados, joyas de oro, perlas o vestidos costosos,","Katø ishumburmeragucha asru keppe, chull ashchai purab tabig kemumig køn, maig kemigwan treetøgue. Pusrugwangucha tamarøppe, ke purø tabig tamarmøwei indamig køn, orotøga, kabe tab sruuzheeløtøga. Katø keiløgucha ke purab nørrøweyelø guemøwei indamig køn.",bible,1 Timoteo 2 - 9
6581,"sino las buenas obras, como conviene a las mujeres que dan culto a Dios.","Treeg kømøtø, chigøben tabig mariiløyu tabig kønrrab indamig køn, ishumburmera Tiusweyasig tabiitø martrab pønrramisrøbelø maig kømig køben treekke.",bible,1 Timoteo 2 - 10
6582,Que la mujer aprenda sin protestar y con gran respeto.,"Ishuumisaabe kusreb wappe, niløtø wamig køn, trurrigu maig købendiig inchimø nømun mørøb.",bible,1 Timoteo 2 - 11
6583,"No consiento que la mujer enseñe ni domine al marido, sino que debe comportarse con discreción.","Kaguende nabe kan ishuumisaabe kusrenanmønrrai inchar, katø møwan ke nø garunrrain gømøweingue. Treeg kømøtø, niløtø wamig køn.",bible,1 Timoteo 2 - 12
6584,"Pues primero fue formado Adán, y después Eva.","Kaguende Tiusbe srøsrø marøppe, Adánwanmerrig marig køn, trugurrimbe Evan.",bible,1 Timoteo 2 - 13
6585,"Y no fue Adán el que se dejó engañar, sino la mujer que, seducida, cayó en el pecado.","Inchagucha isa waminchen truyu kebeñippe, Adán gømøtø, Eva guebenig køn. Incha yandø kaig srua irramaikkurrimbe, yandø kaigyu kebenig køn.",bible,1 Timoteo 2 - 14
6586,"Se salvará, sin embargo, por su condición de madre, siempre que persevere con modestia en la fe, el amor y la santidad.","Inchendøgucha ishuube ureg tøgagua, kaigyugurri wesraig kønrrun, tru isubigwan Jesucristoinuutø pasra tøgagøbig tøgagøb, undag købigwan tøgagøb, Tiusweyasiitø tarømarig, trurrigu maig kømigwan tøga uñabe.",bible,1 Timoteo 2 - 15
6587,"Es doctrina segura que quien desea el episcopado, anhela una noble función.","Inchawei i trendaibe chi isumgaig isig kømøtø gøn. Møikkøben Tiusweimburabelan ashib pera pasrønrrab isubiibe, tabigwan marøb meganrrab isun.",bible,1 Timoteo 3 - 1
6588,"Pero es necesario que el obispo sea un hombre sin falta, casado solamente una vez, sobrio, prudente, cortés, hospitalario, apto para enseñar","Trube treeg købene, tru Tiusweimburabelan ashib pera pasrabiibe, mugøben ‘ñibe øyeeg køn’ dainanrrabgaig kømig køn. Kan sraindø tøgaig, chigøbendø incha ashmøtø, maig pasramigwan basrabig, maig unamigwan tab isua møra uñibig, katøganelø ‘øyeeg køn’ cha, chi tainanrrabgaig, katø mugøben nui yau pubelane, yaambumay wamønrrab muniitø wabig. Katø kusrenanrrab gaimabig kømø, kusrennøbig,",bible,1 Timoteo 3 - 2
6589,"no dado al vino, ni violento, sino clemente, pacífico, desprendido","vino menrra mucha mutsiiraptiig kømøwei, kwayam lamig larrø chullig kømøwei, treeg kømøtø, purø tab inchibig, kwayamigwan gømø, tab gømigwangøba labig, anwan larrø chullig kømøwei, treeg kømig køn.",bible,1 Timoteo 3 - 3
6590,"que sepa gobernar bien su propia casa, y educar a sus hijos con autoridad y sentido común","Katø nui yaambu mandø maramigwan asam gusrebig, nui ureemeragucha nø maig taigwan mørøbelø tøgaig kømig køn, maig købash inchimeeløgue.",bible,1 Timoteo 3 - 4
6591,"pues si uno no sabe gobernar su propia casa, ¿cómo podrá cuidar de la Iglesia de Dios?","Kaguende nui yaambuguen mandø maramigwan asam gusremíibe, ¿Tiuswei iglesiayuelane kan mandø asha marøb pasraiasamø?",bible,1 Timoteo 3 - 5
6592,"Que no sea un recién convertido, no suceda que, dejándose llevar del orgullo, venga a caer en la misma condenación que el diablo.","Tru Tiusweimburabelan asha marøb pasrabiibe, Tiusweiwan ke møi srø nebua ashib megabigwan pasramig kømøn, ke purab nuig kurmab inchib guebya, inchippa tru nugwaimandzigwan møra basrønrrai pasrinuutøwei kebeñib megamønrrai.",bible,1 Timoteo 3 - 6
6593,"Es necesario, además, que goce de buena fama ante los de fuera, para que no caiga en descrédito y en los lazos del diablo.","Katø nøbe Tiuswan ashmø misaamera mendailø chi tamgaig chiyutøgucha sølwan uñibig kømig køn, nøguen treeg kømubendø, ka isatø inchib pasran dainab pasrømøwei, katø nugwaimandzig chiyugøben kebeñchai pasrigu, truyu kebeñib megamøwei inchai.",bible,1 Timoteo 3 - 7
6594,"Asimismo, que los diáconos sean dignos, hombres de una sola palabra, que no abusen del vino, que eviten las ganancias ilícitas","Katø diáconosmera, tru iglesiayu purugunrrai wesrawa pønsrailø chigucha, mugøben chine cha asinamø møguelø gømig køn, chigøben martrab chippe, ka wamindiitø gømø, martrab waminchibelø, katø vinon menrra mucha mutsiirapteelø gønrrab gømøweingue, maramgaigwan mara, ke chincha gøben an nørrø gatøramigwangøba lamøwei inchibelø.",bible,1 Timoteo 3 - 8
6595,y conserven el misterio de la fe con una conciencia limpia.,"Tru isubigwan Cristoinug pasra tøgagúigwei sørig pasrabigwane tin døga bønrramig køn, nømui isub kebachib pasrabigu chi kalø gøn chibig chigaig, chishchig tøgague.",bible,1 Timoteo 3 - 9
6596,"Que sean primero probados y luego, si resultan irreprochables, ejerzan el ministerio del diaconado.","Tru iglesiayu purugub pønrrønrrabelane maig køtashchab ashibmerrig asiilø gømig køn. Inchen yandø ‘chi køn’ damgailø gúikkurrimbe, iglesiayu purugunrrab diáconosmera pønrramisrtrun.",bible,1 Timoteo 3 - 10
6597,"Igualmente que las mujeres sean dignas, no chismosas, sobrias y fieles en todo.","Katø ishumburmera chigucha, mugøben chine cha asinameelø gømig køn, ambumay imay wam gusrab, wam niga lliramøwei, ka chigøbendø incha ashmøtø, maig pønrramigwan bønrrabelø, katø chiyutøgucha chi isumgaig pønrrabelø, treelø gømig køn.",bible,1 Timoteo 3 - 11
6598,"Los diáconos deben ser hombres casados una sola vez, que sepan gobernar bien a sus hijos y sus propias casas","Iglesiayu tru diáconosmerabe kan sraindø tøgar gømig køn, katø nømui ureemeran tab asam gusreb, nømui yaambu chitø maramigwan asam gusreb inchibelø.",bible,1 Timoteo 3 - 12
6599,pues los que desempeñan bien su ministerio obtendrán un puesto de honor y mucha seguridad en la fe que tenemos en Cristo Jesús.,"Kaguende tru diáconosmera nømui maramigwan tabig marøb pønrrabeløbe truba tab pera marøbelø gúi asiilø gøb, katø tru nømui isubigwan Cristo Jesúsweinug pasra tøgagúigwane masken chigucha chi kørig isumø eshkab pønrrønrrun.",bible,1 Timoteo 3 - 13
6600,"Te escribo esto con la esperanza de visitarte pronto,","Na iigwan ñun pørar, petø ñun ashchab attrab isua.",bible,1 Timoteo 3 - 14
6601,"pero, por si tardo, quiero que sepas cómo hay que comportarse en la casa de Dios, que es la Iglesia del Dios vivo, columna y fundamento de la verdad.","Inchippa nan petø arrum nebumub chi inchene, trube, Tiuswei yauelai utu ñi mandø megamigwan tab isua basramig kønrrai inchar. Truibe Øsig wab Tiuswei iglesia, tru newan ciertonigweyasiibe pilar lataig, merrarrab pasrabig, truig køn.",bible,1 Timoteo 3 - 15
6602,"Es grande sin duda el misterio de nuestra religión: Cristo se ha manifestado como hombre mortal, el Espíritu ha dado testimonio de él, los ángeles lo han contemplado, ha sido predicado entre las naciones, creído en el mundo, elevado por Dios gloriosamente.","Inchawei mu ‘treeg kømøn’ chib pønrramga, nam Tiusweimburabelan marøb pønrraig mu nebua asiimíig pasrabiibe, purø nuig køn: Cristobe kan møg lataig asrbaig kenamisrøb, Espíritu nune chigucha kalø marmíig, tabig kui kenamarig køb, katø nøbe ángelesmera asig køb, judíos kømø misaamera wammøra gønrrai wamindig køb, yu pirau misaamera nune kørewa pønrramisrig køb, katø nune srømbalasrø tørguegwalmabiisrø utig køb gøn.",bible,1 Timoteo 3 - 16
6603,El Espíritu dice expresamente que en los últimos tiempos algunos renegarán de la fe y harán caso a espíritus seductores y doctrinas diabólicas.,"Pøs Espíritu Santobe tørgandø kelarrab eshkan, srabe gwalømmerawane møiløgøben nømui isubigwan Jesucristoinuutø pasra meløwa truyutø melømøtø, chab tarømisra, kwaimandziimera kegørrøsrkøbelan tru gúindø mørøb, katø kusrenaniilø kwaimandziimeraimburabigugurri arrubigwan mørøb guebamrrun cha.",bible,1 Timoteo 4 - 1
6604,"Esta será la obra de impostores hipócritas cuya conciencia está viciada,","Treeg kusrenaniiløbe tru purø rrømbøig isa waminchibelø ka palatø tab inchib misaamerainukkurri arrubig køn, kørig tøgagønrrai tru nømui isub kebachib pasrabiibe yandø nasrkwailø tøgar, kan tsandzøn bachibiitøga parri latailø.",bible,1 Timoteo 4 - 2
6605,prohibirán el matrimonio y el uso de alimentos que Dios ha creado para que los fieles que han conocido la verdad disfruten de ellos y le den gracias.,"Tru misaamerabe kasharamønrrai meramba, katø mø mamimerane mamønrrai meramba inchun, tru newan ciertonigwan nebua asha kørebelø, ‘truba ungwa’ chib manrrai Tius mara pønsrailan.",bible,1 Timoteo 4 - 3
6606,"Porque todo lo que Dios ha creado es bueno y nada hay despreciable, si se come dando gracias,","Kaguende chiwandøgucha, Tius nø mara pønsraibe kaig kømø, tabig køn. Inchawei Tiuswan ‘mayanguen ungwa, ungwa’ chib utigwane nambe chiwangucha kashmumig køn.",bible,1 Timoteo 4 - 4
6607,pues se santifica con la palabra de Dios y la oración.,"Kaguende Tiuswei wamgurrimba, Tiusba wamindikkurrimba tabig chishig kønrrai marig køn.",bible,1 Timoteo 4 - 5
6608,"Si enseñas esto a los hermanos, serás un buen ministro de Jesucristo, nutrido con las palabras de la fe y con la hermosa doctrina que has seguido fielmente.","Inchawei namui nunelan iilan kusrenanøb, katø tru isubigwan Cristo Jesúsweinug pasra tøgagøm wamdøgaba, purø tabig kusrenanigu treegwan marøb arriitøgaba chishkandø pasramig kønrrai marig basrøwabe, ñibe Cristo Jesúswei truba tab marøb megabig kønrrabguen.",bible,1 Timoteo 4 - 6
6609,"Rechaza, en cambio, las fábulas viejas e impías. Ejercítate en la religión.","Chi treeg kømubendø, nømdø isua chugúinguen mørmubendø wamindiilanba, ishumburmera køllizheelø kagatø ka wamincha møriilanba, mørøb pasrømumig køn. Ñibe masken Tiuswei tabigutø marøbig marøb meganrrab isu.",bible,1 Timoteo 4 - 7
6610,"Los ejercicios corporales no sirven para mucho, mientras que la religión es útil para todo, pues tiene la promesa de la vida presente y de la futura.","Asr chishtø gønrrai eshegøb luliima, maitøguen purugúibe, tru mas Tiusweimburabelan maikken elachimø marøb megaig truibeguende, chiyutøgucha lutøgurri tab gønrrai purugubig køn. Kaguende yu møi øsig waraigu lata, katø wendø attrabigu lata, tabigwan trannrrab misrig tøgaig køn.",bible,1 Timoteo 4 - 8
6611,Esta doctrina es segura y debe ser aceptada sin reservas:,"I trendaibe chi isumgaig isig kømøtø gøn, mayeelø treeg kuitamab isua chi kashmø utamig.",bible,1 Timoteo 4 - 9
6612,"si trabajamos y nos esforzamos, es porque tenemos puesta nuestra esperanza en el Dios vivo, que es el Salvador de todos los hombres, especialmente de los creyentes.","Incha øyeekkurriwei nambe i maramigwane ¡gatø! martrab isua marøb, maig kuingucha kullaarab elachimø marøb melabelø guer, kaguende nambe Øsig wab Tiuswan muniirab melabelø gúikkurri, tru mayeelan kaigyugurri Wesrabigwan, nun kørebelaneguende wesrabwei inchibigwan.",bible,1 Timoteo 4 - 10
6613,Predica y enseña estas cosas.,Iilane ñibe maringarub kusrenanrrig.,bible,1 Timoteo 4 - 11
6614,"Que nadie te menosprecie por tu juventud; por tu parte trata de ser un modelo para los creyentes, por tu palabra, tu conducta, tu amor, tu fe y tu pureza.","Ñi unøtiig kuikkurri mugucha kaasiinab pasrønrrab gømøtø, masken ñibe Jesucriston kørebelayasiibe ñi chi wamindiiløyu lata, maig køben gømø, tab isua unigu lata, undag købigwan tøgagúigu lata, ñui isubigwan Jesucristoinug pasra tøgagúigu lata, kaig marmø chishig unigu lata, nømguen ñun asha kusrenrrai megamig køn.",bible,1 Timoteo 4 - 12
6615,"Mientras llego, dedícate a la lectura, a la exhortación, a la enseñanza.","Na arrumnegatiibe mayeelai merrab, Tiuswei wamwan pørigwan leb, ‘maig melamigwan treeg marøb melay’ chib, kusrenanøb indamig køn.",bible,1 Timoteo 4 - 13
6616,No hagas estéril el don que posees y que te fue conferido gracias a una intervención profética por la imposición de manos de los presbíteros.,"Ñun Tius keta traniitøga chigøben marøbig kuigwane pesannab elachib pasrønrrab gømø, Tiusweimburabelan pera marøb pønrrabelø nøm mayeelø misra nømui tasiimeran ñuim bala estsara, ñi chigøben marøbig kønrrun cha Tius maig karuben ñun eshkaig købigwan.",bible,1 Timoteo 4 - 14
6617,"Medita estas cosas, entrégate completamente a ellas para que todos puedan ver tu progreso.","Iilandø ñiguen tab isub kebya, truigwandø martrab pasramisr, Tiusweiwan ñi gatøguchinguen nebua ashib megaigwan mayeelø nebua ashchai.",bible,1 Timoteo 4 - 15
6618,"Preocúpate por ti y por la doctrina; persevera en estas cosas, pues si haces esto, te salvarás a ti y a los que te escuchen.","Pøs maig kømigwan ñiasiitø ñuimburaptøwei tab ashiptø megau, katø tru ñi kusrennøb megaigwan chigucha. Truigwane elachib pasrønrrab gømø, kerriguba marøbig marøb megau. Ñi treeg marøb megawabe, ñiasiitøwei kaigyugurri webib, katø tru gatøganelø ñun mørøbelan chigucha kaigyugurri wesrab inchabguen.",bible,1 Timoteo 4 - 16
